city,state,zipcode,county,employer_name,case_number
NEW YORK CITY ,NEW YORK ,10004 ,NEW YORK COUNTY ,"MARLABS, INC. ",I-200-16273-213225 
ALPHARETTA ,GEORGIA ,30004 ,FULTON COUNTY ,"MARLABS, INC. ",I-200-16273-186738 
PHILADELPHIA ,PENNSYLVANIA ,19103 ,PHILADELPHIA COUNTY ,"MARLABS, INC. ",I-200-16271-006906 
AUSTIN ,TEXAS ,78754 ,TRAVIS COUNTY ,"MARLABS, INC. ",I-200-16270-106371 
WEST TRENTON ,NEW JERSEY ,08628 ,MERCER COUNTY ,"MARLABS, INC. ",I-200-16266-099818 
INVER GROVE HEIGHTS ,MINNESOTA ,55077 ,DAKOTA COUNTY ,"MARLABS, INC. ",I-200-16264-252908 
"SUNRISE, ",FLORIDA ,33323 ,BROWARD COUNTY ,"MARLABS CONSULTING, INC. ",I-200-16264-534394 
COLUMBIA ,MARYLAND ,21046 ,HOWARD COUNTY ,"MARLABS, INC. ",I-200-16263-689738 
PITTSBURGH ,PENNSYLVANIA ,15222 ,ALLEGHENY COUNTY ,"MARLABS, INC. ",I-200-16260-468567 
WAYNE ,PENNSYLVANIA ,19087 ,DELAWARE COUNTY ,"MARLABS, INC. ",I-200-16260-340174 
NEW ALBANY ,OHIO ,43054 ,FRANKLIN COUNTY ,"MARLABS, INC. ",I-200-16260-266279 
RESTON ,VIRGINIA ,20191 ,FAIRFAX COUNTY ,"MARLABS, INC. ",I-200-16260-781812 
RIDGEFIELD PARK ,NEW JERSEY ,07660 ,BERGEN COUNTY ,"MARLABS, INC. ",I-200-16260-587635 
SAN DIEGO ,CALIFORNIA ,92131 ,SAN DIEGO COUNTY ,"MARLABS, INC. ",I-200-16260-289909 
NEW YORK ,NEW YORK ,10018 ,NEW YORK COUNTY ,"MARLABS, INC. ",I-200-16253-793941 
BETHESDA ,MARYLAND ,20894 ,MONTGOMERY COUNTY ,"MARLABS, INC. ",I-200-16242-628244 
NEW YORK ,NEW YORK ,10007 ,NEW YORK COUNTY ,"MARLABS, INC. ",I-200-16231-970926 
RICHARDSON ,TEXAS ,75082 ,COLLIN COUNTY ,"MARLABS, INC. ",I-200-16229-982050 
BLOOMINGTON ,ILLINOIS ,61791 ,MCLEAN COUNTY ,"MARLABS, INC. ",I-200-16229-946357 
RICHARDSON ,TEXAS ,75081 ,DALLAS COUNTY ,"MARLABS, INC. ",I-200-16228-807466 
INVER GROVE HEIGHTS ,MINNESOTA ,55077 ,DAKOTA COUNTY ,"MARLABS, INC. ",I-200-16221-972566 
BRANCHBURG ,NEW JERSEY ,08876 ,SOMERSET COUNTY ,"MARLABS, INC. ",I-200-16211-749719 
SUNNYVALE ,CALIFORNIA ,94086 ,SANTA CLARA COUNTY ,"MARLABS, INC. ",I-200-16201-985198 
BOSTON ,MASSACHUSETTS ,02110 ,SUFFOLK COUNTY ,"MARLABS, INC. ",I-200-16201-702348 
YORKTOWN HEIGHTS ,NEW YORK ,10598 ,WESTCHESTER COUNTY ,"MARLABS, INC. ",I-200-16196-659548 
NEW YORK ,NEW YORK ,10001 ,NEW YORK COUNTY ,"MARLABS, INC. ",I-200-16195-096322 
WASHINGTON ,DISTRICT OF COLUMBIA ,20016 ,DISTRICT OF COLUMBIA COUNTY ,"MARLABS, INC. ",I-200-16193-395103 
"OWINGS MILLS, ",MARYLAND ,21117 ,BALTIMORE COUNTY ,"MARLABS CONSULTING, INC. ",I-200-16160-242967 
EDGEWATER ,NEW JERSEY ,07020 ,BERGEN COUNTY ,"MARLABS, INC. ",I-200-16140-839074 
UNION ,NEW JERSEY ,07083 ,UNION COUNTY ,"MARLABS, INC ",I-200-16098-980316 
AUSTIN ,TEXAS ,78753 ,TRAVIS ,DELL MARKETING L.P. ,I-200-16327-416324 
AUSTIN ,TEXAS ,78737 ,HAYS ,DELL MARKETING L.P. ,I-200-16323-630332 
PLANO ,TEXAS ,75075 ,COLLIN ,DELL MARKETING L.P. ,I-200-16279-274114 
FRANKLIN ,MASSACHUSETTS ,02038 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16274-354895 
PROVIDENCE ,RHODE ISLAND ,02908 ,PROVIDENCE ,DELL MARKETING L.P. ,I-200-16273-395161 
ANAHEIM ,CALIFORNIA ,92805 ,ORANGE ,DELL MARKETING L.P. ,I-200-16270-577727 
MEMPHIS ,TENNESSEE ,38117 ,SHELBY ,DELL MARKETING L.P. ,I-200-16257-343366 
PLANO ,TEXAS ,75075 ,COLLIN ,DELL MARKETING L.P. ,I-200-16267-001192 
MALVERN ,PENNSYLVANIA ,19355 ,CHETSER ,DELL MARKETING L.P. ,I-200-16267-689232 
PROVIDENCE ,RHODE ISLAND ,02908 ,PROVIDENCE ,DELL MARKETING L.P. ,I-200-16260-468568 
ROUND ROCK ,TEXAS ,78682 ,WILLIAMSON ,DELL MARKETING L.P. ,I-200-16266-628493 
PROVIDENCE ,RHODE ISLAND ,02908 ,PROVIDENCE ,DELL MARKETING L.P. ,I-200-16264-576793 
MCLEAN ,VIRGINIA ,22102 ,FAIRFAX ,DELL MARKETING L.P. ,I-200-16244-396626 
MCLEAN ,VIRGINIA ,22102 ,FAIRFAX ,DELL MARKETING L.P. ,I-200-16243-659703 
QUINCY ,MASSACHUSETTS ,02169 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16242-961688 
MECHANICSVILLE ,VIRGINIA ,23116 ,HANOVER ,DELL MARKETING L.P. ,I-200-16207-522890 
ROCKY HILL ,CONNECTICUT ,06067 ,HARTFORD ,DELL MARKETING L.P. ,I-200-16225-670790 
PLANO ,TEXAS ,75075 ,COLLIN ,DELL MARKETING L.P. ,I-200-16195-881733 
CLAYTON ,MISSOURI ,63105 ,ST. LOUIS ,DELL MARKETING L.P. ,I-200-16196-618780 
WELLESLEY ,MASSACHUSETTS ,02481 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16221-059793 
PLANO ,TEXAS ,75075 ,COLLIN ,DELL MARKETING L.P. ,I-200-16215-647255 
MILPITAS ,CALIFORNIA ,95035 ,SANTA CLARA ,DELL MARKETING L.P. ,I-200-16214-790733 
ANAHEIM ,CALIFORNIA ,92805 ,ORANGE ,DELL MARKETING L.P. ,I-200-16208-549980 
QUINCY ,MASSACHUSETTS ,02169 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16204-541358 
ANAHEIM ,CALIFORNIA ,92805 ,ORANGE ,DELL MARKETING L.P. ,I-200-16197-183619 
QUINCY ,MASSACHUSETTS ,02169 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16180-117826 
WELLESLEY ,MASSACHUSETTS ,02481 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16160-563339 
QUINCY ,MASSACHUSETTS ,02169 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16154-165314 
PHOENIX ,ARIZONA ,85013 ,MARICOPA ,DELL MARKETING L.P. ,I-200-16173-849873 
IRVINE ,CALIFORNIA ,92606 ,ORANGE ,DELL MARKETING L.P. ,I-200-16161-556914 
QUINCY ,MASSACHUSETTS ,02169 ,NORFOLK ,DELL MARKETING L.P. ,I-200-16162-407954 
IRVINE ,CALIFORNIA ,92614 ,ORANGE ,DELL MARKETING L.P. ,I-200-16162-768698 
PHOENIX ,ARIZONA ,85013 ,MARICOPA ,DELL MARKETING L.P. ,I-200-16159-056728 
CAMPBELL ,CALIFORNIA ,95008 ,SANTA CLARA ,DELL MARKETING L.P. ,I-200-16154-167855 
FREMONT ,CALIFORNIA ,94536 ,ALAMEDA ,DELL MARKETING L.P. ,I-200-16148-794869 
ROUND ROCK ,TEXAS ,78682 ,WILLIAMSON ,DELL MARKETING L.P. ,I-200-16144-087213 
AUSTIN ,TEXAS ,78753 ,TRAVIS ,DELL MARKETING L.P. ,I-200-16140-094706 
BUFFALO GROVE ,ILLINOIS ,60089 ,LAKE ,DELL MARKETING L.P. ,I-200-16125-786127 
ALBANY ,NEW YORK ,12229 ,ALBANY ,"DICE IT SOLUTIONS, LLC ",I-200-16362-422103 
COLUMBIA ,SOUTH CAROLINA ,29223 ,RICHLAND ,"DICE IT SOLUTIONS, LLC ",I-200-16336-051310 
WINOOSKI ,VERMONT ,05404 ,CHITTENDEN ,"DICE IT SOLUTIONS, LLC ",I-200-16312-586062 
NORTH BRUNSWICK ,NEW JERSEY ,08902 ,MIDDLESEX ,"DICE IT SOLUTIONS, LLC ",I-200-16300-150856 
FLORENCE ,KENTUCKY ,41042 ,BOONE ,"DICE IT SOLUTIONS, LLC ",I-200-16279-556482 
RACINE ,WISCONSIN ,53403-2236 ,WISCONSIN ,"S. C. JOHNSON & SON, INC. ",I-200-16270-902158 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16350-030077 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16347-750998 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16341-600079 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16336-357871 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16336-106537 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16316-028157 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16309-085744 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16309-430633 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16307-490091 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16306-880770 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16305-004983 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16301-149851 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16300-457118 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16295-435261 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16295-698962 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16293-341205 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16293-393049 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16285-878476 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16281-699632 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16280-226084 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16278-979486 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16277-544129 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16277-723382 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16277-210041 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16231-656282 
NOVI ,MICHIGAN ,48374 ,OKALAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16222-430736 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16222-441057 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16221-508798 
NOVI ,MICHIGAN ,48374 ,OKALAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16221-647493 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16218-721219 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16216-653656 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16194-884688 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16194-190535 
NOVI ,MICHIGAN ,48374 ,OAKLAND ,MIRACLE SOFTWARE SYSYTEMS INC ,I-200-16144-089203 
RICHARDSON ,TEXAS ,75080 ,DALLAS ,"LENNOX INDUSTRIES, INC. ",I-200-16293-945331 
CARROLLTON ,TEXAS ,75006 ,DALLAS ,LENNOX INDUSTRIES INC. ,I-200-16152-128636 
OXNARD ,CALIFORNIA ,93030 ,VENTURA ,"VOLKSWAGEN GROUP OF AMERICA, INC. ",I-200-16253-358125 
NEW YORK ,NEW YORK ,10028 ,NEW YORK ,THE METROPOLITAN MUSEUM OF ART ,I-200-16354-459176 
NEW YORK ,NEW YORK ,10028 ,NEW YORK COUNTY ,THE METROPOLITAN MUSEUM OF ART ,I-200-16274-682681 
NEW YORK ,NEW YORK ,10028 ,NEW YORK ,THE METROPOLITAN MUSEUM OF ART ,I-200-16272-232592 
NEW YORK ,NEW YORK ,10028 ,NEW YORK COUNTY ,THE METROPOLITAN MUSEUM OF ART ,I-200-16232-678976 
CAMBRIDGE ,MASSACHUSETTS ,02141 ,MIDDLESEX ,"FOUNDATION MEDICINE, INC. ",I-200-16281-540615 
BRIDGEWATER ,NEW JERSEY ,08807 ,SOMERSET ,"METLIFE GROUP, INC. ",I-200-16336-637406 
WHIPPANY ,NEW JERSEY ,07981 ,MORRIS ,"METLIFE GROUP, INC. ",I-200-16309-306713 
GREENVILLE ,SOUTH CAROLINA ,29607 ,GREENVILLE ,"METLIFE GROUP, INC. ",I-200-16279-484026 
CARY ,NORTH CAROLINA ,27513 ,WAKE ,"METLIFE GROUP, INC. ",I-200-16260-138803 
CARY ,NORTH CAROLINA ,27513 ,WAKE ,"METLIFE GROUP, INC. ",I-200-16253-037939 
TAMPA ,FLORIDA ,33647 ,HILLSBOROUGH ,"METLIFE GROUP, INC. ",I-200-16232-808741 
NEW YORK ,NEW YORK ,10021 ,NEW YORK ,NEW YORK SOCIETY FOR RELIEF OF RUPTURED & CRIPPLED ,I-200-16301-615599 
NEW YORK ,NEW YORK ,10021 ,NEW YORK ,NEW YORK SOCIETY FOR RELIEF OF RUPTURED &AMP; CRIPPLED ,I-200-16273-605120 
NEW YORK ,NEW YORK ,10021 ,NEW YORK ,NEW YORK SOCIETY FOR RELIEF OF RUPTURED &AMP; CRIPPLED ,I-200-16270-474823 
NEW YORK ,NEW YORK ,10021 ,NEW YORK ,NEW YORK SOCIETY FOR RELIEF OF RUPTURED &AMP; CRIPPLED ,I-200-16230-845610 
NEW YORK ,NEW YORK ,10021 ,NEW YORK ,NEW YORK SOCIETY FOR RELIEF OF RUPTURED &AMP; CRIPPLED ,I-200-16225-527389 
CARLSBAD ,CALIFORNIA ,92008 ,SAN DIEGO ,LIFE TECHNOLOGIES CORPORATION ,I-200-16350-345051 
PLEASANTON ,CALIFORNIA ,94566 ,ALAMEDA ,LIFE TECHNOLOGIES CORPORATION ,I-200-16322-648570 
CARLSBAD ,CALIFORNIA ,92008 ,SAN DIEGO ,LIFE TECHNOLOGIES CORPORATION ,I-200-16333-932389 
CARLSBAD ,CALIFORNIA ,92008 ,SAN DIEGO ,LIFE TECHNOLOGIES CORPORATION ,I-200-16321-851054 
CARLSBAD ,CALIFORNIA ,92008 ,SAN DIEGO ,LIFE TECHNOLOGIES CORPORATION ,I-200-16298-070627 
CARLSBAD ,CALIFORNIA ,92008 ,SAN DIEGO ,LIFE TECHNOLOGIES CORPORATION ,I-200-16299-838247 
CARLSBAD ,CALIFORNIA ,92008 ,SAN DIEGO ,LIFE TECHNOLOGIES CORPORATION ,I-200-16277-715158 
SOUTH SAN FRANCISCO ,CALIFORNIA ,94080 ,SAN MATEO ,LIFE TECHNOLOGIES CORPORATION ,I-200-16270-411512 
GRAND ISLAND ,NEW YORK ,14072 ,ERIE ,LIFE TECHNOLOGIES CORPORATION ,I-200-16224-553187 
AUSTIN ,TEXAS ,78744 ,TRAVIS ,LIFE TECHNOLOGIES CORPORATION ,I-200-16160-513485 
ANDOVER ,MASSACHUSETTS ,01810 ,ESSEX ,"SCHNEIDER ELECTRIC BUILDINGS AMERICAS, INC. ",I-200-16293-157136 
ATLANTA ,GEORGIA ,30339 ,COBB ,"APEX SYSTEMS, LLC ",I-200-16271-422119 
ATLANTA ,GEORGIA ,30339 ,COBB ,"APEX SYSTEMS, LLC ",I-200-16266-875555 
EL SEGUNDO ,CALIFORNIA ,90245 ,LOS ANGELES ,ONESTOP INTERNET INC. ,I-200-16320-703363 
E. RANCHO DOMINGUEZ ,CALIFORNIA ,90221 ,LOS ANGELES ,ONESTOP INTERNET INC. ,I-200-16194-541643 
E. RANCHO DOMINGUEZ ,CALIFORNIA ,90221 ,LOS ANGELES ,ONESTOP INTERNET INC. ,I-200-16141-967130 
SCOTTSDALE ,ARIZONA ,85260 ,MARICOPA ,"GODADDY.COM, LLC ",I-200-16354-801462 
TEMPE ,ARIZONA ,85284 ,MARICOPA ,"GODADDY.COM, LLC ",I-200-16351-248474 
KIRKLAND ,WASHINGTON ,98033 ,KING ,"GODADDY.COM, LLC ",I-200-16342-772661 
TEMPE ,ARIZONA ,85284 ,MARICOPA ,"GODADDY.COM, LLC ",I-200-16342-042126 
SUNNYVALE ,CALIFORNIA ,94089 ,SANTA CLARA ,"GODADDY.COM, LLC ",I-200-16313-608659 
KIRKLAND ,WASHINGTON ,98033 ,KING ,"GODADDY.COM, LLC ",I-200-16267-904653 
KIRKLAND ,WASHINGTON ,98033 ,KING ,"GODADDY.COM, LLC ",I-200-16266-659497 
KIRKLAND ,WASHINGTON ,98033 ,KING ,"GODADDY.COM, LLC ",I-200-16264-228140 
SUNNYVALE ,CALIFORNIA ,94089 ,SANTA CLARA ,"GODADDY.COM, LLC ",I-200-16159-543205 
SOUTH WINDSOR ,CONNECTICUT ,06074 ,HARTFORD ,WEBILENT TECHNOLOGY INC ,I-200-16356-807570 
SUNNYVALE ,CALIFORNIA ,94085 ,SANTA CLARA ,WEBILENT TECHNOLOGY INC ,I-200-16341-282916 
WINSTON-SALEM ,NORTH CAROLINA ,27107 ,FORSYTH ,WEBILENT TECHNOLOGY INC ,I-200-16340-080769 
BOTHELL ,WASHINGTON ,98021 ,KING ,WEBILENT TECHNOLOGY INC ,I-200-16307-359058 
GERMANTOWN ,MARYLAND ,20876 ,MONTGOMERY ,WEBILENT TECHNOLOGY INC ,I-200-16305-273850 
BURBANK ,CALIFORNIA ,91502 ,LOS ANGELES ,WEBILENT TECHNOLOGY INC ,I-200-16295-872451 
HANOVER ,MARYLAND ,21090 ,ANNE ARUNDEL ,WEBILENT TECHNOLOGY INC ,I-200-16285-481816 
PHOENIX ,ARIZONA ,85027 ,MARICOPA ,WEBILENT TECHNOLOGY INC ,I-200-16271-340314 
DUBLIN ,OHIO ,43016 ,FRANKLIN ,WEBILENT TECHNOLOGY INC ,I-200-16270-866953 
ATLANTA ,GEORGIA ,30326 ,FULTON ,WEBILENT TECHNOLOGY INC ,I-200-16270-324907 
ATLANTA ,GEORGIA ,30319 ,FULTON ,WEBILENT TECHNOLOGY INC ,I-200-16270-229803 
OLYMPIA ,WASHINGTON ,98504 ,THURSTON ,WEBILENT TECHNOLOGY INC ,I-200-16266-305173 
