city,state,zipcode,county,employer_name,case_number
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16358-407350 
SEATTLE ,WASHINGTON ,98101 ,KING ,"UBER TECHNOLOGIES, INC. ",I-200-16357-660240 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16356-770998 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16356-450734 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16355-384132 
SEATTLE ,WASHINGTON ,98101 ,KING ,"UBER TECHNOLOGIES, INC. ",I-200-16355-360637 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16355-061828 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16350-612867 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16351-856733 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16347-540358 
PITTSBURGH ,PENNSYLVANIA ,15201 ,ALLEGHENY ,"UBER TECHNOLOGIES, INC. ",I-200-16349-123151 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16348-716935 
NEW YORK ,NEW YORK ,10001 ,NEW YORK ,"UBER TECHNOLOGIES, INC. ",I-200-16347-571336 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16342-323524 
NEW YORK ,NEW YORK ,10001 ,NEW YORK ,"UBER TECHNOLOGIES, INC. ",I-200-16342-115269 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16336-104171 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16336-928282 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16333-890941 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16327-248431 
PITTSBURGH ,PENNSYLVANIA ,15201 ,ALLEGHENY ,"UBER TECHNOLOGIES, INC. ",I-200-16327-274188 
PITTSBURGH ,PENNSYLVANIA ,15201 ,ALLEGHENY ,"UBER TECHNOLOGIES, INC. ",I-200-16327-871696 
PALO ALTO ,CALIFORNIA ,94304 ,SANTA CLARA ,"UBER TECHNOLOGIES, INC. ",I-200-16326-821388 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16322-875495 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16321-523122 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16321-504653 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16322-800305 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"UBER TECHNOLOGIES, INC. ",I-200-16321-322753 
