city,state,zipcode,county,employer_name,case_number
AUSTIN ,TEXAS ,78703 ,TRAVIS ,"W3GLOBAL, INC. ",I-200-16279-758227 
SAN ANTONIO ,TEXAS ,78232 ,BEXAR ,SCI IT SOLUTIONS PVT. LTD. ,I-200-16292-233489 
WARREN ,NEW JERSEY ,07059 ,SOMERSET ,SCI IT SOLUTIONS PVT. LTD. ,I-200-16292-523958 
IRVING ,TEXAS ,75038 ,DALLAS ,SCI IT SOLUTIONS PVT. LTD. ,I-200-16292-711671 
IRVING ,TEXAS ,75038 ,DALLAS ,SCI IT SOLUTIONS PVT. LTD. ,I-200-16267-979821 
LEWISVILLE ,TEXAS ,75067 ,DENTON ,SCI IT SOLUTIONS PVT. LTD. ,I-200-16228-845177 
IRVING ,TEXAS ,75038 ,DALLAS ,SCI IT SOLUTIONS PVT. LTD. ,I-200-16120-553474 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16351-333433 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16337-620689 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16328-034418 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16328-633616 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16323-765852 
EAST PEORIA ,ILLINOIS ,61611 ,TAZEWELL ,WAYNSYS INC ,I-200-16321-098211 
MOORSETOWN ,NEW JERSEY ,08057 ,BURLINGTON ,WAYNSYS INC ,I-200-16292-260590 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16270-026043 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16260-169528 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16256-921690 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16161-003081 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16138-330252 
EDISON ,NEW JERSEY ,08817 ,MIDDLESEX ,"WAYNSYS, INC ",I-200-16110-418799 
ROLLING MEADOWS ,ILLINOIS ,60008 ,COOK ,PANTAR SOLUTIONS INC ,I-200-16350-198001 
SCHAUMBURG ,ILLINOIS ,60196 ,COOK ,PANTAR SOLUTIONS INC ,I-200-16349-490525 
ROLLING MEADOWS ,ILLINOIS ,60008 ,COOK ,PANTAR SOLUTIONS INC ,I-200-16348-059238 
PLEASANTON ,CALIFORNIA ,94588 ,ALAMEDA ,AR SOLUTIONS INC ,I-200-16344-992299 
SUNNYVALE ,CALIFORNIA ,94086 ,SANTA CLARA ,PANTAR SOLUTIONS INC ,I-200-16336-362338 
EAGAN ,MINNESOTA ,55121 ,DAKOTA ,PANTAR SOLUTIONS INC ,I-200-16334-524995 
MARLBOROUGH ,MASSACHUSETTS ,01752 ,MIDDLESEX ,PANTAR SOLUTIONS INC ,I-200-16327-765451 
EAGAN ,MINNESOTA ,55121 ,DAKOTA ,PANTAR SOLUTIONS INC ,I-200-16326-526744 
COLUMBUS ,OHIO ,43230 ,FRANKLIN ,PANTAR SOLUTIONS INC ,I-200-16324-813675 
PHILADELPHIA ,PENNSYLVANIA ,19103 ,PHILADELPHIA ,PANTAR SOLUTIONS INC ,I-200-16321-681783 
SUNNYVALE ,CALIFORNIA ,94086 ,SANTA CLARA ,PANTAR SOLUTIONS INC ,I-200-16313-211907 
MORTON GROVE ,ILLINOIS ,60053 ,COOK ,AR SOLUTIONS INC ,I-200-16309-606671 
CARPINTERIA ,CALIFORNIA ,93013 ,SANTA BARBARA ,"CONTINENTAL ADVANCED LIDAR SOLUTIONS US, INC. ",I-200-16306-249740 
TUSTIN ,CALIFORNIA ,92780 ,ORANGE ,PANTAR SOLUTIONS INC ,I-200-16308-235186 
AUSTIN ,TEXAS ,78774-0001 ,TRAVIS ,AR SOLUTIONS INC ,I-200-16299-610472 
MORTON GROVE ,ILLINOIS ,60053 ,COOK ,AR SOLUTIONS INC ,I-200-16295-335903 
CHARLOTTE ,NORTH CAROLINA ,28273 ,MECKLENBURG ,PANTAR SOLUTIONS INC ,I-200-16294-157768 
RESEARCH TRIANGLE PARK ,NORTH CAROLINA ,27709 ,DURHAM ,PANTAR SOLUTIONS INC ,I-200-16294-889128 
CHESTERBROOK ,PENNSYLVANIA ,19087 ,DELAWARE ,PANTAR SOLUTIONS INC ,I-200-16285-060613 
EXTON ,PENNSYLVANIA ,19341 ,CHESTER ,AR SOLUTIONS INC ,I-200-16266-655199 
BOSTON ,MASSACHUSETTS ,02110 ,SUFFOLK ,ATTAINICA LLC ,I-200-16349-565169 
LAKE OSWEGO ,OREGON ,97035 ,CLACKAMAS ,ATTAINICA LLC ,I-200-16327-801799 
ROBBINSVILLE ,NEW JERSEY ,08691 ,MERCER ,ATTAINICA LLC ,I-200-16307-963020 
ROBBINSVILLE ,NEW JERSEY ,08691 ,MERCER ,ATTAINICA LLC ,I-200-16307-644666 
SACRAMENTO ,CALIFORNIA ,95814 ,SACRAMENTO ,ATTAINICA LLC ,I-200-16292-282465 
HOUSTON ,TEXAS ,77027 ,HARRIS ,"RONIT SYSTEMS, INC. ",I-200-16293-154578 
HOUSTON ,TEXAS ,77079 ,HARRIS ,"RONIT SYSTEMS, INC. ",I-200-16292-284372 
LONG BEACH ,CALIFORNIA ,90808 ,LOS ANGELES ,"UNITED PACIFIC INDUSTRIES, INC. ",I-200-16298-733988 
LONG BEACH ,CALIFORNIA ,90808 ,LOS ANGELES COUNTY ,"UNITED PACIFIC INDUSTRIES, INC. ",I-200-16292-290111 
ROCK HILL ,SOUTH CAROLINA ,29730 ,YORK ,"TRANSAXLE MANUFACTURING OF AMERICA, INC. ",I-200-16292-293627 
GREENBELT ,MARYLAND ,20771 ,PRINCE GEORGE'S COUNTY ,UNIVERSITY OF MARYLAND BALTIMORE COUNTY ,I-200-16292-296354 
LOS ANGELES ,CALIFORNIA ,90032 ,LOS ANGELES ,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES ",I-200-16294-188933 
LOS ANGELES ,CALIFORNIA ,90032 ,LOS ANGELES ,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES ",I-200-16292-299872 
LOS ANGELES ,CALIFORNIA ,90032 ,LOS ANGELES ,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES ",I-200-16270-204657 
LOS ANGELES ,CALIFORNIA ,90032 ,LOS ANGELES ,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES ",I-200-16222-726459 
LOS ANGELES ,CALIFORNIA ,90032 ,LOS ANGELES ,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES ",I-200-16222-658072 
SOUTH PLAINFIELD ,NEW JERSEY ,07080 ,MIDDLESEX ,AETHERPAL INC. ,I-200-16292-302303 
ROSEMOUNT ,MINNESOTA ,55068 ,DAKOTA ,"FLINT HILLS RESOURCES SHAKOPEE, LLC ",I-200-16292-303085 
BALTIMORE ,MARYLAND ,21202 ,BALTIMORE CITY ,14W ADMINISTRATIVE SERVICES LLC ,I-200-16307-286263 
BALTIMORE ,MARYLAND ,21202 ,BALTIMORE CITY ,14W ADMINISTRATIVE SERVICES LLC ,I-200-16300-665462 
BALTIMORE ,MARYLAND ,21201 ,BALTIMORE CITY ,14W ADMINISTRATIVE SERVICES LLC ,I-200-16236-167799 
EL SEGUNDO ,CALIFORNIA ,90245 ,LOS ANGELES COUNTY ,"NATIVO, INC. ",I-200-16292-847872 
HUNT VALLEY ,MARYLAND ,21031 ,BALTIMORE ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16341-189388 
HUNT VALLEY ,MARYLAND ,21031 ,BALTIMORE ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16333-470727 
HUNT VALLEY ,MARYLAND ,21031 ,BALTIMORE ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16333-556015 
MELVILLE ,NEW YORK ,11747 ,SUFFOLK ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16327-587195 
CORAL SPRINGS ,FLORIDA ,33065 ,BROWARD ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16323-897875 
CORAL SPRINGS ,FLORIDA ,33065 ,BROWARD ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16316-177606 
HUNT VALLEY ,MARYLAND ,21031 ,BALTIMORE ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16327-545359 
HUNT VALLEY ,MARYLAND ,21031 ,BALTIMORE ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16316-932566 
ATLANTA ,GEORGIA ,30342 ,FULTON ,FIRST DATA MERCHANT SERVICES CORPORATION ,I-200-16294-686045 
ATLANTA ,GEORGIA ,30342 ,FULTON ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16146-624501 
MARIETTA ,GEORGIA ,30067 ,COBB ,FIRST DATA MERCHANT SERVICES LLC ,I-200-16131-446502 
MOUNTAIN VIEW ,CALIFORNIA ,94043 ,SANTA CLARA ,"INTERMEDIA.NET, INC. ",I-200-16292-319155 
NASHVILLE ,TENNESSEE ,37228 ,DAVIDSON ,PRODES E&T INC ,I-200-16292-321382 
IRVING ,TEXAS ,75038 ,DALLAS ,GSSR INC ,I-200-16351-964849 
IRVING ,TEXAS ,75038 ,DALLAS ,GSSR INC ,I-200-16321-410080 
WESTBROOK ,MAINE ,04092 ,CUMBERLAND ,GSSR INC ,I-200-16321-631733 
BASKING BRIDGE ,NEW JERSEY ,07920 ,SOMERSET ,GSSR INC ,I-200-16321-159507 
TAMPA ,FLORIDA ,33602 ,HILLSBOROUGH ,GSSR INC ,I-200-16321-310604 
IRVING ,TEXAS ,75038 ,DALLAS ,GSSR INC ,I-200-16321-566346 
INDIANAPOLIS ,INDIANA ,46216 ,MARION ,GSSR INC ,I-200-16315-641963 
ATLANTA ,GEORGIA ,30309 ,FULTON ,GSSR INC ,I-200-16313-743704 
DUBLIN ,OHIO ,43017 ,FRANKLIN ,GSSR INC ,I-200-16308-500384 
NEW YORK ,NEW YORK ,10286 ,NEW YORK ,GSSR INC ,I-200-16300-147301 
CORAL GABLES ,FLORIDA ,33134 ,MIAMI DADE ,GSSR INC ,I-200-16292-341463 
OWING MILLS ,MARYLAND ,21117 ,BALTIMORE ,GSSR INC ,I-200-16166-572486 
WASHINGTON DC ,DISTRICT OF COLUMBIA ,20433 ,DISTRICT OF COLUMBIA ,GSSR INC ,I-200-16166-427713 
SMITHFIELD ,RHODE ISLAND ,02917 ,PROVIDENCE ,GSSR INC ,I-200-16147-217812 
SAN JOSE ,CALIFORNIA ,95131 ,SANTA CLARA ,GSSR INC ,I-200-16147-223821 
THE WOODLANDS ,TEXAS ,77380 ,MONTGOMERY ,GSSR INC ,I-200-16116-693237 
BURLINGTON ,MASSACHUSETTS ,01803 ,MIDDLESEX ,"128 TECHNOLOGY, INC. ",I-200-16292-357683 
ROLLING MEADOWS ,ILLINOIS ,60008 ,COOK ,INYXA LLC ,I-200-16294-830553 
ROLLING MEADOWS ,ILLINOIS ,60008 ,COOK ,INYXA LLC ,I-200-16292-358161 
NEW YORK CITY ,NEW YORK ,10041 ,DOWNTOWN MANHATTAN ,"KBTS TECHNOLOGIES, INC. ",I-200-16292-359502 
SAN FRANCISCO ,CALIFORNIA ,94107 ,SAN FRANCISCO ,"STRAVA, INC. ",I-200-16292-363223 
PLANO ,TEXAS ,75023 ,COLLIN ,"CHETU, INC. ",I-200-16321-893305 
PLANO ,TEXAS ,75023 ,COLLIN ,"CHETU, INC. ",I-200-16315-439410 
MARIETTA ,GEORGIA ,30067 ,COBB ,"CHETU, INC. ",I-200-16293-313491 
SCHAUMBURG ,ILLINOIS ,60173 ,COOK ,"CHETU, INC. ",I-200-16308-282216 
SCHAUMBURG ,ILLINOIS ,60173 ,COOK ,"CHETU, INC. ",I-200-16292-363879 
CLEARWATER ,FLORIDA ,33761 ,PINELLAS ,"CHETU, INC. ",I-200-16252-325801 
MARIETTA ,GEORGIA ,30067 ,COBB ,"CHETU, INC. ",I-200-16230-562151 
BRENTWOOD ,TENNESSEE ,37027 ,WILLIAMSON ,"CHETU, INC. ",I-200-16223-399395 
PLANO ,TEXAS ,75023 ,COLLIN ,"CHETU, INC. ",I-200-16223-777318 
BRENTWOOD ,TENNESSEE ,37027 ,WILLIAMSON ,"CHETU, INC. ",I-200-16189-026787 
PLANO ,TEXAS ,75023 ,COLLIN ,"CHETU, INC. ",I-200-16106-230708 
WALDORF ,MARYLAND ,20601 ,CHARLES ,ADVENTIST HEALTHCARE INC ,I-200-16292-367104 
SILVER SPRING ,MARYLAND ,20904 ,MONTGOMERY ,ADVENTIST HEALTHCARE INC ,I-200-16292-939316 
SILVER SPRING ,MARYLAND ,20904 ,NONTGOMERY ,"ADVENTIST HEALTHCARE, INC ",I-200-16260-046539 
ATLANTA ,GEORGIA ,30326 ,FULTON ,"SUNTRUST ROBINSON HUMPHREY, INC. ",I-200-16292-373540 
ISELIN ,NEW JERSEY ,08830 ,MIDDLESEX ,"VST CONSULTING, INC. ",I-200-16356-760114 
ENGLEWOODCLIFFS ,NEW JERSEY ,07632 ,BERGEN ,VST CONSULTING INC ,I-200-16341-258913 
BASKING RIDGE ,NEW JERSEY ,07920 ,SOMERSET ,VST CONSULTING INC ,I-200-16340-093379 
AUSTIN ,TEXAS ,78753 ,TRAVIS ,VST CONSULTING INC ,I-200-16340-833285 
WAYNE ,NEW JERSEY ,07470 ,PASSAIC ,VST CONSULTING INC ,I-200-16335-522268 
CARY ,NORTH CAROLINA ,27513 ,WAKE ,VST CONSULTING INC ,I-200-16322-145934 
STRONGSVILLE ,OHIO ,44136 ,CUYAHOGA ,VST CONSULTING INC ,I-200-16322-704209 
ORLANDO ,FLORIDA ,32821 ,ORANGE ,VST CONSULTING INC ,I-200-16321-703983 
WAYNE ,NEW JERSEY ,07470 ,PASSAIC ,VST CONSULTING INC ,I-200-16313-331172 
ATLANTA ,GEORGIA ,30328 ,FULTON ,VST CONSULTING INC ,I-200-16309-798303 
JERSEY CITY ,NEW JERSEY ,07311 ,HUDSON ,VST CONSULTING INC ,I-200-16307-246491 
WAYNE ,NEW JERSEY ,07470 ,PASSAIC ,VST CONSULTING INC ,I-200-16301-516835 
MENDOTA HEIGHTS ,MINNESOTA ,55120 ,DAKOTA COUNTY ,VST CONSULTING INC ,I-200-16299-890609 
NEW YORK ,NEW YORK ,10017 ,NEW YORK ,VST CONSULTING INC ,I-200-16293-737762 
BOTHELL ,WASHINGTON ,98021 ,SNOHOMISH ,VST CONSULTING INC ,I-200-16293-919092 
ISELIN ,NEW JERSEY ,08830 ,MIDDLESEX ,VST CONSULTING INC ,I-200-16292-380385 
ISELIN ,NEW JERSEY ,08830 ,MIDDLESEX ,VST CONSULTING INC ,I-200-16292-690689 
IRVING ,TEXAS ,75063 ,DALLAS ,"VST CONSULTING, INC. ",I-200-16246-020987 
GROTON ,CONNECTICUT ,06340 ,NEW LONDON ,VERISTAT LLC ,I-200-16292-383903 
BURLINGTON ,MASSACHUSETTS ,01803 ,MIDDLESEX ,IQ SPECTRA INC ,I-200-16349-601035 
HOUSTON ,TEXAS ,77079 ,HARRIS ,IQ SPECTRA INC ,I-200-16349-265155 
NEW YORK ,NEW YORK ,10004 ,NEW YORK ,IQ SPECTRA INC ,I-200-16344-235866 
PROVIDENCE ,RHODE ISLAND ,02903 ,PROVIDENCE ,IQ SPECTRA INC ,I-200-16344-386546 
CHICAGO ,ILLINOIS ,60603 ,COOK ,IQ SPECTRA INC ,I-200-16344-473696 
CLEVELAND ,OHIO ,44115 ,CUYAHOGA ,IQ SPECTRA INC ,I-200-16292-388208 
WEST DES MOINES ,IOWA ,50266 ,POLK COUNTY ,VAYUSOFT SOLUTIONS INC. ,I-200-16337-100759 
WEST DES MOINES ,IOWA ,50266 ,POLK COUNTY ,VAYUSOFT SOLUTIONS INC. ,I-200-16337-118215 
DALLAS ,TEXAS ,75202 ,DALLAS COUNTY ,VAYUSOFT SOLUTIONS INC. ,I-200-16337-023331 
DALLAS ,TEXAS ,75202 ,DALLAS COUNTY ,VAYUSOFT SOLUTIONS INC. ,I-200-16328-095911 
HERSHEY ,PENNSYLVANIA ,17033 ,DAUPHIN ,"NAVAYUGA INFOTECH, LLC ",I-200-16327-813147 
HERNDON ,VIRGINIA ,20171 ,FAIRFAX ,NAVAYUGA INFOTECH LLC ,I-200-16291-207731 
EDEN PRAIRE ,MINNESOTA ,55344 ,HENNEPIN COUNTY ,VAYUSOFT SOLUTIONS INC. ,I-200-16266-730543 
PLANO ,TEXAS ,75024 ,COLLIN ,NAVAYUGA INFOTECH LLC ,I-200-16264-463422 
AUSTIN ,TEXAS ,78758 ,TRAVIS ,NAVAYUGA INFOTECH LLC ,I-200-16203-559814 
COLUMBIA ,MARYLAND ,21045 ,HOWARD COUNTY ,VAYUSOFT SOLUTIONS INC. ,I-200-16171-185126 
ATLANTA ,GEORGIA ,30339 ,COBB ,"NAVAYUGA INFOTECH, LLC ",I-200-16131-064127 
DAVIS ,CALIFORNIA ,95618 ,YOLO ,GOLD STANDARD DIAGNOSTICS CORP. ,I-200-16356-803091 
PORTLAND ,OREGON ,97204 ,MULTNOMAH ,STANDARD INSURANCE COMPANY ,I-200-16343-870165 
AUBURN HILLS ,MICHIGAN ,48375 ,OAKLAND ,COOPER-STANDARD AUTOMOTIVE INC. ,I-200-16323-301227 
AUBURN ,INDIANA ,46706 ,DEKALB ,COOPER-STANDARD AUTOMOTIVE INC. ,I-200-16312-434748 
AUBURN ,INDIANA ,46706 ,DEKALB ,COOPER-STANDARD AUTOMOTIVE INC. ,I-200-16293-607483 
ALAMEDA ,CALIFORNIA ,94501 ,ALAMEDA ,"POWER STANDARDS LAB, INC. ",I-200-16291-213332 
NEW YORK ,NEW YORK ,10022 ,NEW YORK ,"STANDARD NEW YORK, INC. ",I-200-16279-834358 
AUBURN HILLS ,MICHIGAN ,48326 ,OAKLAND ,COOPER-STANDARD AUTOMOTIVE INC. ,I-200-16277-085760 
CINCINNATI ,OHIO ,45237 ,HAMILTON ,"STANDARD TEXTILE CO., INC. ",I-200-16257-516970 
NEW YORK ,NEW YORK ,10041 ,NEW YORK ,STANDARD &  POOR'S FINANCIAL SERVICES LLC ,I-200-16250-688834 
PORTLAND ,OREGON ,97204 ,MULTNOMAH ,STANDARD INSURANCE COMPANY ,I-200-16252-579543 
PORTLAND ,OREGON ,97204 ,MULTNOMAH ,STANDARD INSURANCE COMPANY ,I-200-16253-253009 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,"TRUE ULTIMATE STANDARDS EVERYWHERE, INC. ",I-200-16250-732864 
WASHINGTON ,DISTRICT OF COLUMBIA ,20008 ,DISTRICT OF COLUMBIA ,COLLABORATIVE LABELING & APPLIANCE STANDARDS PROGRAM ,I-200-16239-235896 
SOUTH BRUNSWICK ,NEW JERSEY ,08852 ,MIDDLESEX ,STANDARD &  POOR'S FINANCIAL SERVICES LLC ,I-200-16221-120023 
NEW YORK ,NEW YORK ,10041 ,NEW YORK ,STANDARD &  POOR'S FINANCIAL SERVICES LLC ,I-200-16215-889741 
PORTLAND ,OREGON ,97204 ,MULTNOMAH ,STANDARD INSURANCE COMPANY ,I-200-16202-716781 
JERSEY CITY ,NEW JERSEY ,07306 ,HUDSON ,STANDARD DATA CORPORATION ,I-200-16196-982482 
DALLAS ,TEXAS ,75201 ,DALLAS ,STANDARD &  POOR'S FINANCIAL SERVICES LLC ,I-200-16182-455645 
NEW YORK ,NEW YORK ,10036 ,NEW YORK ,STANDARD CHARTERED BANK ,I-200-16133-519492 
NEW YORK ,NEW YORK ,10041 ,NEW YORK ,STANDARD &  POOR'S FINANCIAL SERVICES LLC ,I-200-16120-573995 
NEW YORK ,NEW YORK ,10036 ,NEW YORK ,STANDARD CHARTERED BANK ,I-200-16112-658672 
ATLANTA ,GEORGIA ,30342 ,FULTON ,"ELEMICA, INC. ",I-200-16173-151904 
KANSAS CITY ,MISSOURI ,64108 ,JACKSON ,THE CHILDREN'S MERCY HOSPITAL ,I-200-16292-403158 
FORT LAUDERDALE ,FLORIDA ,33309 ,BROWARD ,EVERGLADES COLLEGE D/B/A KEISER UNIVERSITY ,I-200-16300-481133 
FORT LAUDERDALE ,FLORIDA ,33309 ,BROWARD ,EVERGLADES COLLEGE D/B/A KEISER UNIVERSITY ,I-200-16292-416016 
HOUSTON ,TEXAS ,77043 ,HARRIS ,FBV INC. ,I-200-16292-418453 
PLAYA VISTA ,CALIFORNIA ,90094 ,LOS ANGELES ,BELKIN INTERNATIONAL INC. ,I-200-16298-495435 
IRVINE ,CALIFORNIA ,92617 ,ORANGE ,BELKIN INTERNATIONAL INC. ,I-200-16229-617391 
IRVINE ,CALIFORNIA ,92617 ,ORANGE ,BELKIN INTERNATIONAL INC. ,I-200-16138-175724 
PLANO ,TEXAS ,75075 ,COLLIN ,INSIGHT NORTH AMERICA ,I-200-16092-200049 
PLANO ,TEXAS ,75075 ,COLLIN ,INSIGHT NORTH AMERICA ,I-200-16092-190728 
SAN MATEO ,CALIFORNIA ,94404 ,SAN MATEO ,AUTOBYTEL INC. ,I-200-16292-431449 
SAN FRANCICSCO ,CALIFORNIA ,94107 ,SAN FRANCISCO ,"METROMILE, INC. ",I-200-16292-438871 
ATLANTA ,GEORGIA ,30313 ,FULTON ,THE COCA-COLA COMPANY ,I-200-16326-966963 
ATLANTA ,GEORGIA ,30313 ,FULTON ,THE COCA-COLA COMPANY ,I-200-16305-463220 
ATLANTA ,GEORGIA ,30313 ,FULTON ,THE COCA-COLA COMPANY ,I-200-16292-465799 
ATLANTA ,GEORGIA ,30313 ,FULTON ,THE COCA-COLA COMPANY ,I-200-16265-082672 
ATLANTA ,GEORGIA ,30308 ,FULTON ,THE COCA-COLA COMPANY ,I-200-16223-906551 
NEW YORK ,NEW YORK ,10018 ,NEW YORK ,RALPH LAUREN CORPORATION ,I-200-16292-495584 
NEW YORK ,NEW YORK ,10022 ,NEW YORK ,RALPH LAUREN CORPORATION ,I-200-16238-312347 
LYNDHURST ,NEW JERSEY ,07071 ,BERGEN ,RALPH LAUREN CORPORATION ,I-200-16222-773066 
NEW YORK ,NEW YORK ,10022 ,NEW YORK ,RALPH LAUREN CORPORATION ,I-200-16182-992711 
BUFFALO ,NEW YORK ,14208 ,ERIE ,CANISIUS COLLEGE ,I-200-16292-496282 
MARYSVILLE ,OHIO ,43040 ,UNION ,"UNICON INTERNATIONAL, INC. ",I-200-16292-503215 
DES MOINES ,IOWA ,50391 ,POLK ,"UNICON INTERNATIONAL, INC. ",I-200-16231-325697 
COLUMBUS ,OHIO ,43215 ,FRANKLIN ,"UNICON INTERNATIONAL, INC. ",I-200-16159-952898 
COLUMBUS ,OHIO ,43215 ,FRANKLIN ,"UNICON INTERNATIONAL, INC. ",I-200-16138-104342 
NEW YORK ,NEW YORK ,10011 ,MANHATTAN ,SOFT TECH SOURCE ,I-200-16292-504188 
DICKINSON ,TEXAS ,77539 ,GALVESTON ,SOFT TECH SOURCE ,I-200-16265-257731 
DICKINSON ,TEXAS ,77539 ,GALVESTON ,SOFT TECH SOURCE ,I-200-16265-982767 
SAN FRANCISCO ,CALIFORNIA ,94109 ,CALIFORNIA ,"RECRUITLOOP, INC. ",I-200-16292-505588 
BINGHAMTON ,NEW YORK ,13902 ,BROOME ,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON ,I-200-16340-891772 
BINGHAMTON ,NEW YORK ,13902 ,BROOME ,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON ,I-200-16292-519373 
TEMPE ,ARIZONA ,85283 ,MARICOPA ,BROWSE INFO SOLUTIONS INC ,I-200-16292-524567 
SAN FRANCISCO ,CALIFORNIA ,94103 ,SAN FRANCISCO ,NUNA HEALTH ,I-200-16294-980633 
DETROIT ,MICHIGAN ,48234 ,WAYNE ,"TEC GROUP, INC. ",I-200-16292-535288 
GOLETA ,CALIFORNIA ,93117 ,SANTA BARBARA ,"MOSELEY ASSOCIATES, INC. ",I-200-16292-543266 
STAMFORD ,CONNECTICUT ,06901 ,FAIRFIELD ,"REPUCOM AMERICA., LLC ",I-200-16292-574631 
LISLE ,ILLINOIS ,60532 ,DUPAGE COUNTY ,CA. INC. ,I-200-16292-556191 
IRVINE ,CALIFORNIA ,92618 ,ORANGE ,PROGRESS SOLUTIONS INC ,I-200-16322-715457 
FRISCO ,TEXAS ,75034 ,TX ,PROGRESS SOLUTIONS INC. ,I-200-16292-556674 
SANJOSE ,CALIFORNIA ,95134 ,SANTA CLARA ,PROGRESS SOLUTIONS INC ,I-200-16267-796189 
